-67.320000, 61.580000,-87.200000
-85.010000, 20.640000,-77.610000
-99.560000,-16.920000,-72.660000
-111.220000,-50.010000,-70.140000
-107.220000,-65.910000,-63.120000
-84.160000,-96.820000,-34.370000
-66.810000,-133.810000,-16.870000
-50.410000,-160.540000,-2.830000
-45.390000,-179.670000, 3.830000
-18.360000,-197.700000, 21.770000
 21.990000,-208.710000, 53.290000
 67.220000,-210.390000, 87.740000
 108.190000,-204.030000, 113.410000
 122.310000,-216.210000, 129.260000
 96.160000,-232.480000, 124.080000
 47.100000,-241.400000, 112.080000
-7.850000,-250.130000, 106.000000
-48.710000,-250.130000, 93.540000
-66.750000,-250.130000, 76.130000
-66.120000,-250.130000, 64.040000
-49.390000,-250.130000, 48.000000
-40.530000,-250.130000, 37.170000
-17.020000,-250.130000, 37.280000
 8.030000,-236.900000, 42.410000
 24.670000,-209.440000, 45.290000
 25.480000,-191.890000, 45.960000
 28.690000,-180.860000, 38.810000
 14.230000,-173.020000, 35.290000
 24.180000,-172.220000, 24.360000
 5.220000,-142.870000, 15.450000
 1.760000,-91.130000,-0.730000
 8.960000,-42.360000,-9.790000
 14.800000,-11.360000,-21.220000
 17.720000,-3.050000,-33.850000
 23.870000,-8.700000,-38.700000
 32.520000,-23.640000,-36.260000
 42.480000,-20.580000,-27.200000
 32.790000,-0.670000,-27.630000
 4.900000, 38.670000,-39.480000
-24.950000, 88.330000,-52.840000
-45.720000, 123.120000,-54.800000
-47.140000, 147.580000,-52.820000
-26.460000, 150.370000,-48.540000
-11.610000, 155.090000,-40.850000
 9.240000, 191.040000,-30.470000
 13.870000, 234.270000,-25.160000
 9.660000, 250.120000,-24.580000
 7.130000, 250.120000,-31.300000
-19.790000, 250.120000,-39.940000
-24.140000, 250.120000,-53.160000
-8.790000, 250.120000,-60.160000
 10.610000, 250.120000,-65.450000
 1.810000, 250.120000,-59.550000
-7.090000, 250.120000,-51.180000
-16.380000, 250.120000,-40.160000
-16.770000, 250.120000,-31.150000
-9.380000, 246.850000,-22.780000
-4.980000, 230.800000,-14.030000
 8.760000, 215.510000,-5.200000
 20.410000, 203.120000, 1.870000
 27.320000, 186.190000, 10.430000
 33.220000, 150.800000, 22.800000
 34.710000, 98.380000, 37.750000
 38.410000, 49.410000, 52.870000
 68.170000, 28.440000, 56.970000
 75.620000,-19.290000, 68.440000
 65.160000,-79.960000, 82.800000
 47.630000,-134.700000, 84.870000
 19.090000,-191.930000, 80.330000
-9.810000,-249.120000, 68.950000
-32.790000,-250.130000, 50.770000
-46.530000,-250.130000, 28.220000
-60.120000,-250.130000, 16.580000
-72.640000,-250.130000, 8.290000
-73.200000,-250.130000, 4.150000
-80.160000,-250.130000,-8.510000
-54.730000,-250.130000,-16.640000
-29.900000,-227.470000,-20.480000
 18.980000,-204.150000,-10.700000
 53.350000,-181.410000, 14.110000
 77.510000,-176.540000, 48.120000
 91.120000,-190.910000, 107.900000
 145.300000,-240.060000, 83.160000
 52.770000,-248.230000, 68.120000
 15.740000,-227.020000, 59.380000
-1.380000,-206.410000, 58.530000
-6.510000,-185.210000, 54.410000
 14.360000,-157.720000, 58.690000
 41.680000,-119.340000, 52.260000
-15.840000,-100.850000, 61.890000
-47.610000,-61.670000, 59.020000
-74.820000,-19.540000, 54.380000
-102.930000, 4.840000, 58.150000
-110.370000, 13.690000, 61.760000
-114.500000, 12.610000, 62.350000
-107.700000, 14.120000, 58.650000
-90.120000, 30.690000, 49.320000
-71.480000, 58.780000, 34.880000
-50.450000, 99.770000, 15.590000
-28.380000, 146.320000,-5.600000
-23.960000, 182.020000,-14.960000
-18.770000, 188.380000,-25.870000
-19.190000, 187.070000,-21.850000
-8.770000, 206.580000,-20.620000
-6.950000, 250.120000,-23.340000
-26.270000, 250.120000,-21.550000
-1.450000, 250.120000,-34.000000
-11.250000, 250.120000,-48.100000
-20.560000, 250.120000,-67.540000
 1.760000, 250.120000,-80.980000
-15.990000, 250.120000,-87.760000
-25.470000, 250.120000,-89.860000
-17.810000, 250.120000,-88.170000
-11.200000, 250.120000,-82.090000
-2.770000, 250.120000,-68.870000
 14.080000, 250.120000,-50.540000
