2.136184631679911017e-01,2.811660038539767759e-01,6.935949275565529426e-01,-1.655614736689747701e+01,-3.573480693314363066e+01,1.048950662487560592e+01,2.359598385674882004e-01,-9.970655312407938897e-01,-1.367043983089947512e-01,-2.273983279471167407e+00,3.494614821374243618e+00,1.286960901852659545e+00,3.605011503663885231e-01,3.973249697828885180e-02,9.685358849410490023e-02,1.209334054859823846e+04,3.864217446740130254e+04,4.918444289034800931e+03,1.436081339186605701e-02,2.674576209902826754e-02,9.237566543866551627e-03,2.671634566706570126e+02,1.307637927529241324e+02,1.741216436132106651e+02,-7.845309617449940376e-01,-2.982227692110394068e-01,1.799524371297769182e-02,-2.501633435924539413e+02,-2.520001946989495138e+02,-8.544886051659241843e+01,1.068291793100579687e-02,-1.334932340722514876e+00,-3.650019677517657990e-01,-3.481859577555225371e+01,-1.701906070708873386e+01,-2.278081692054180962e+01,1.023810927776431789e+00,6.856556526339212532e-01,1.213997668469561031e+00,2.146663011278629085e+02,2.520472799756238942e+02,1.641226840257274091e+02,4.598044040655588915e-01,-5.444405811118218086e-01,5.125827126658877991e-02,4.087636746670086296e+01,2.934281875723273814e+01,3.714421175326954483e+01,7.186870296503868050e-02,5.843210841601624850e-01,-3.240600417645601028e-01,5.457396305885336973e-01,-2.190946089955508047e-01,-1.960533831393008741e-01,-2.196009023244177016e-01,1.020625925692846547e-01,-3.169209157642932650e-02,1.775989192887234280e-01,2.291349085960285303e-01,4.283922061662902014e-01,3.000000000000000000e+00
3.613976584352965871e-01,3.212442664436143680e-01,7.231886631923617470e-01,-3.691092910338537791e+01,-3.714381155079207986e+01,6.207314550723833868e+00,2.296515003460871118e-01,-1.003478342233819154e+00,-1.381762295919181094e-01,-7.076518143765120339e-01,2.999232092218063084e+00,-3.433440678792729073e-01,3.195394413710075932e-01,3.104221097311783348e-02,8.149896565164484186e-02,8.397841603234626746e+03,3.822030498883127439e+04,4.133591701824148913e+03,1.626361472142517917e-02,2.951827773292112905e-02,9.485704598988221187e-03,2.522038929021479987e+02,1.288716112706592014e+02,1.947736786858899620e+02,-7.845309628550680703e-01,-1.011720581244027750e-01,9.965853858340222027e-03,-2.501614260386896262e+02,-2.520005107465541130e+02,-8.544886053937014481e+01,-6.606120484744594512e-02,-1.336947866504863303e+00,-3.649951680485755690e-01,-3.481900859034311679e+01,-1.701905763665898519e+01,-2.613419706823854227e+01,1.141245704118520665e+00,6.865069364574160060e-01,1.213469742535069340e+00,1.404935818645547272e+02,2.543111389811573133e+02,1.641557603836097030e+02,4.598050687947010107e-01,-5.445936591477544830e-01,5.125827060034685717e-02,4.088552101986975629e+01,2.939370549525028764e+01,3.711101347829745123e+01,5.075557051367601824e-02,4.280628766109205174e-01,-4.664342345305997894e-01,4.279177188511570362e-01,-5.339846785333512980e-01,-2.641876275036166843e-01,-7.112709207961533109e-02,1.428236785135706677e-01,4.753518553267381541e-02,2.874200750359740542e-01,2.200626872219083319e-01,3.323197635470187539e-01,3.000000000000000000e+00
4.266858752939715060e-01,2.861895279478731680e-01,7.195322332220851491e-01,-2.230251154269512881e+01,-1.822072810807635168e+00,-1.258713740164721706e+01,2.196039537620240734e-01,-1.002269707548088418e+00,-1.513657857413553132e-01,-3.615792414658571818e+00,9.040403764689607380e-01,-1.193297854411347281e+00,2.804503838851938879e-01,2.837060476908380771e-02,8.226634279454742016e-02,8.745490683680916845e+03,4.284725869301416969e+04,2.415706281571666295e+03,1.654365475306488614e-02,2.185586460245444312e-02,8.954906991668738769e-03,2.247577754560619780e+02,8.077142115762893582e+01,1.610438271519634270e+02,-7.845309625389028652e-01,-1.012040315929728096e-01,1.684983838490652919e-01,-2.501129919213267101e+02,-2.519972705165612581e+02,-8.544886053883470822e+01,-7.150138592653826342e-02,-1.285604995715430743e+00,-3.647026020870357543e-01,-3.497867748205111837e+01,-1.701926607217639997e+01,-2.529911532541659369e+01,1.146042048524070989e+00,6.402047195823399317e-01,1.213454670928058476e+00,1.404935817780622074e+02,2.520472796879952000e+02,1.046881398723890015e+02,4.598050779534844090e-01,-5.767759544976753805e-01,5.125827059769923200e-02,3.075015148116900576e+01,2.314166549824910390e+01,3.171491219071008416e+01,2.861554910334335178e-01,2.593731189431476292e-01,-1.556179456547440165e-01,4.693204776424560465e-01,-6.384293972809363948e-01,-3.155352435260887489e-01,9.946705670104011299e-02,1.313467339518673560e-01,2.309105268250218612e-01,1.713256406138832511e-01,-7.637664974715162487e-03,4.279102530931024745e-02,3.000000000000000000e+00
3.379846639539075270e-01,2.908829246493591092e-01,6.709064322242751510e-01,1.341896009481369001e+00,3.768467018762582654e+01,-1.991074743510788281e+01,2.100800162826441941e-01,-1.013765698608855681e+00,-1.291078960129364295e-01,-2.569642931463094637e+00,1.201410772651557712e+00,-2.741036514906672883e-01,3.597878532913658667e-01,3.479164692447742763e-02,8.799216764828210469e-02,6.691551280323823448e+03,3.939887116436275392e+04,1.918403815137545507e+03,1.583591829919480179e-02,1.899364479966988983e-02,8.977458849884658101e-03,2.338470154161373387e+02,7.795848909118771530e+01,1.887422166927646288e+02,-7.845309624633272083e-01,-8.584827162211183804e-02,1.650151191820661278e-01,-1.975379382416323892e+02,-2.519972705165612865e+02,-8.544886082117616866e+01,-7.151005781139939399e-02,-1.285591243656099003e+00,-3.224619438639130253e-01,-3.278405769437368633e+01,-1.702022308197068412e+01,-2.530461036171838884e+01,1.146264751170857688e+00,6.663848555361189252e-01,1.213455127224266406e+00,1.569164811639162167e+02,2.520472796879990653e+02,7.450968029170994100e+01,4.598050779487199424e-01,-6.566729665923580761e-01,5.125827066265489090e-02,3.673557627241866186e+01,2.314166805185882936e+01,3.171491219027444686e+01,8.662959030030555063e-02,3.848983397624773928e-01,-2.734978286995600194e-01,3.943848024448480816e-01,-5.962063211629132775e-01,-2.147809488308001225e-01,1.551507764044735005e-01,2.739217454330948875e-01,9.064349129317399167e-02,2.008226439769305316e-01,1.192251741445397029e-01,6.180082356478574374e-02,3.000000000000000000e+00
2.162711561282271988e-01,3.102606543666488470e-01,6.192403990765736888e-01,-8.367305558306066260e+00,4.679751109441065893e+01,-1.342992784055102362e+01,2.082727676895500257e-01,-1.000255566539516749e+00,-1.383487350683812733e-01,-2.714925025722534802e+00,1.755434287462731113e+00,-4.094908534113170934e-02,3.870933022793930922e-01,3.145692124938678780e-02,7.625849634999898319e-02,7.487705387517490635e+03,3.628917235945659922e+04,1.980337465616728650e+03,1.801055634948555903e-02,2.342146580596073807e-02,9.671635142189336301e-03,2.695425297641353382e+02,7.216946180000513777e+01,1.868292310253829669e+02,-7.845309644422278073e-01,-7.543827136223443808e-02,1.650091505741787534e-01,-1.975379382411828715e+02,-2.517094900480837794e+02,-8.544882855681575506e+01,-7.151083412135075812e-02,-1.285589211590552505e+00,-3.229411137595727954e-01,-3.278629681707182186e+01,-1.603527669450294013e+01,-2.530459988806888916e+01,1.146264907474411121e+00,6.657557921210789376e-01,1.213455127365892672e+00,1.564790218311446210e+02,2.520472911752397067e+02,7.450968020200829756e+01,5.420738420604597207e-01,-6.566729665915187475e-01,5.125826799275482598e-02,3.947828831031259256e+01,2.314157972795217688e+01,3.171491218105392917e+01,1.987398532421492947e-01,3.572436465517772053e-01,-1.270820988275893626e-01,4.554928549186909592e-01,-6.484033398558426420e-01,-3.325877488632527634e-01,5.813213258731260609e-03,1.056885518474997704e-01,1.404644166308065545e-01,3.158679859331189888e-01,1.790716827177677162e-01,7.495754644758384488e-02,3.000000000000000000e+00
1.468366328944763766e-01,2.975505313007143493e-01,6.619539093077080327e-01,-1.010387013659725675e+01,2.048175492849977175e+01,-1.252693453174758353e+01,2.099670002895258625e-01,-1.014523413699583099e+00,-1.522567418426788444e-01,-3.154886435356688779e+00,2.732074072487967520e+00,8.600905000790557420e-01,3.489147273441606245e-01,3.109617449299043393e-02,9.648617345948927448e-02,7.798601961820759243e+03,4.303081277351477183e+04,1.997040468938653248e+03,1.874487136374086010e-02,2.106263986165227836e-02,9.369120830748079581e-03,2.818588198192343839e+02,5.888007464983801498e+01,1.693365767089418625e+02,-7.845310021129118239e-01,-7.542374228432691119e-02,1.650096238130452919e-01,-1.975379382470042913e+02,-2.533914782916048409e+02,-8.544846820660353615e+01,-7.151085061886695848e-02,-1.285589218072255235e+00,-3.307961425707150460e-01,-3.278625873090572185e+01,-1.317453066069938927e+01,-2.530459984372040694e+01,1.146264883449834127e+00,6.659313793071763854e-01,1.315720723907682466e+00,1.564849879985017083e+02,2.520484355415971720e+02,7.450967916648133382e+01,5.435211191016360299e-01,-6.566729028754987318e-01,5.125731726124408555e-02,3.955895998559092419e+01,2.319714656068832426e+01,3.171491297977946999e+01,1.932727127459359651e-01,3.479521389022932620e-01,-1.508446570425622524e-01,5.231965440809772661e-01,-6.596966489265663203e-01,-3.544407399617974797e-01,-5.979041949739189593e-02,2.902036247721285524e-03,7.036828562780556018e-02,3.966064722721474589e-01,2.140718914756589153e-01,-4.511949977521709232e-02,3.000000000000000000e+00
1.057105671990088980e-01,2.845990363452782779e-01,7.146267921493787423e-01,-1.107155238461048086e+01,-2.237624351959693314e+01,-1.566253127076163310e+01,2.276782456938159505e-01,-9.991533695678157523e-01,-1.360063256249368357e-01,-1.853303690886308752e+00,1.988105891812062431e+00,2.765213890835209187e-01,3.086224624705449782e-01,2.758502863352021300e-02,1.233093428211689546e-01,7.507098831075530143e+03,4.307996179157870210e+04,2.056686696545761151e+03,1.766718779644929974e-02,2.087257316417168510e-02,9.348369909138710965e-03,2.811603017193120309e+02,5.010153230696749915e+01,1.823671931886418918e+02,-7.845329930677935604e-01,-7.542356387903365045e-02,1.650096220660761948e-01,-1.975379381901074112e+02,-2.539577592581292436e+02,-8.556762053907235099e+01,-7.151085046576999282e-02,-1.285589218081914842e+00,-3.309181892121432211e-01,-3.278625794220354805e+01,-1.317715574435191428e+01,-2.530459983135840218e+01,1.146264881630641774e+00,6.659330236679055215e-01,1.319175240032166352e+00,1.564850954234699429e+02,2.520490400340791837e+02,7.450989163910765001e+01,5.434720384853263253e-01,-6.566729068625489774e-01,5.125270031773616203e-02,3.955937680233533627e+01,1.791153182026210899e+01,3.171484265247022449e+01,8.357595357887420695e-02,4.031623110050378544e-01,-7.234065605707157287e-02,4.056606997758983035e-01,-6.783918716970166463e-01,-2.853402718416628847e-01,-1.617508823321015532e-01,-5.208550784365081204e-02,2.742921984758788997e-02,4.453634481909928278e-01,1.292932216427104264e-01,2.999899221427551957e-02,3.000000000000000000e+00
1.675034975955988492e-01,3.058505389459859058e-01,7.744076278706512051e-01,-1.701609995885428717e+01,-5.000530057902147973e+01,-6.411508940952924007e+00,2.344528863029592680e-01,-1.004112237632631022e+00,-1.383763782460227243e-01,-1.095139474587109252e+00,2.724103607495911294e+00,-1.303505779942230491e+00,3.295044547814887648e-01,2.996074329979782000e-02,1.267576572059555817e-01,7.420998801041331717e+03,3.591133103111563105e+04,1.850054980744850809e+03,1.748834396973272809e-02,2.791282483517121271e-02,1.073934781394723578e-02,3.602045011615581416e+02,6.005558696594037116e+01,1.962890976642265741e+02,-7.845958858645372125e-01,-7.542356378044777487e-02,1.650096219855145818e-01,-1.975383932502326161e+02,-2.533952783986979682e+02,-8.525383384872338866e+01,-7.151085045206334589e-02,-1.414509942379872376e+00,-4.041626858623573737e-01,-4.260562933679887010e+01,-1.317714359608841868e+01,-2.652588956690332367e+01,1.146264881643820566e+00,7.321165292001431402e-01,1.331006965526743357e+00,1.564850956857505366e+02,2.515022139935742302e+02,7.451788971279412976e+01,5.434708850329678098e-01,-6.307531992749667582e-01,5.094196404439808173e-02,4.884999920238192317e+01,1.820788327396623174e+01,3.170162921969715697e+01,1.247817619005221895e-01,4.466085301600181690e-01,-1.328428691620706925e-01,3.562137558199949816e-01,-7.107835266427577903e-01,-1.182407314212068489e-01,-4.640809187572091619e-03,7.536254980631477973e-02,2.479189236660446494e-01,3.823981068627874125e-01,1.263008107582146988e-01,-1.169827282907115046e-01,3.000000000000000000e+00
3.102625479213628745e-01,3.067041030803565049e-01,7.399718220267798019e-01,-1.395787932563363043e+01,-3.987401181160075225e+01,-2.883368466747205261e+00,2.199867341863833425e-01,-1.000133871420143317e+00,-1.546848917431377091e-01,-3.661578849096227550e+00,1.320452320409987168e+00,-1.364963500072099656e+00,2.978113462704321535e-01,3.359893291249937963e-02,1.530530313818329324e-01,7.785194625525629817e+03,3.928796296775345400e+04,1.810300733781184135e+03,1.820985376535684541e-02,2.482828635240625845e-02,1.015156498926409086e-02,3.515456382899104142e+02,6.127119015619623354e+01,1.776395213215589308e+02,-7.534720511625776496e-01,-7.542356373964109739e-02,6.444514297145677306e-02,-1.975652773953266603e+02,-2.533950358042456230e+02,-8.525383385081542542e+01,-7.151085107118955453e-02,-1.399408580397818014e+00,-3.981908481712255199e-01,-4.221563547988382936e+01,-1.332644869085587125e+01,-2.573978207753510361e+01,1.146264881618312081e+00,7.775020119433935228e-01,1.327343176278599879e+00,1.564850956745676172e+02,2.525349138514030187e+02,7.459906803240767204e+01,5.434708672119714645e-01,-6.316507761634759799e-01,4.087697727431776479e-02,4.522052593050075586e+01,1.862401916958931025e+01,3.049056635735509246e+01,1.219007150211617874e-01,1.919738259906457467e-01,-1.041305797218364110e-01,3.815057689957484510e-01,-6.847004045970048747e-01,2.730111696441558586e-02,-3.160845481808147867e-02,1.156682030773969611e-01,3.751748252906878522e-01,3.849793340239955342e-01,-1.177158976550735647e-01,-3.820354294773000703e-01,3.000000000000000000e+00
3.358401977461661914e-01,2.852040044653353368e-01,7.199254324884485357e-01,5.047889502513969173e-01,1.949183542470805053e+00,-1.388381671257094219e+01,2.142860499281486752e-01,-1.011306770012899925e+00,-1.363299762310079821e-01,-3.638215200089141010e+00,2.027441882390901728e+00,-1.922783158826625316e+00,2.810832694913465990e-01,4.090299927408150987e-02,1.602332894702596933e-01,6.568853584370400313e+03,4.212705066955389339e+04,1.955617367176648486e+03,1.623996869842708052e-02,2.304892702824865025e-02,1.107799020943714234e-02,3.251756176171567745e+02,6.822054027875839211e+01,1.685954733290491276e+02,-7.534720511446166835e-01,-9.956045476364602798e-02,7.177767611956881177e-02,-1.816748326021892694e+02,-2.533950356810576352e+02,-1.058508074507027317e+02,-7.151083958134424323e-02,-1.399364770116548806e+00,-3.981770620619853873e-01,-4.221660074330142010e+01,-1.331878286150382706e+01,-2.574333765509573624e+01,1.146264904986122435e+00,7.766470380657317651e-01,1.327349201046744476e+00,1.564850956401909912e+02,2.524737974546028454e+02,6.974264579669414843e+01,5.434708672455990097e-01,-6.316513831930699041e-01,4.888916853640261351e-02,4.521814998061314839e+01,2.184534559841436163e+01,3.049056635741152377e+01,1.289819785134855290e-01,1.825507349445065208e-01,6.487258115621766588e-03,3.331475339377591438e-01,-6.762563038196912624e-01,-5.837609969838715440e-02,4.490079748950152189e-02,2.599606671705808614e-01,2.319810498346613625e-01,3.762725998989478460e-01,-1.141038290554614448e-01,-3.064619008470680361e-01,3.000000000000000000e+00
