 41.790000,-250.130000,-114.160000
-20.870000,-250.130000,-157.890000
-72.550000,-250.130000,-188.420000
-74.440000,-250.130000,-220.950000
-34.120000,-250.130000,-250.130000
-3.940000,-250.130000,-250.130000
-9.360000,-250.130000,-250.130000
-37.700000,-225.260000,-245.840000
-68.870000,-165.440000,-231.770000
-78.910000,-108.060000,-242.960000
-77.760000,-57.330000,-250.130000
-81.020000,-13.700000,-250.130000
-101.220000, 26.380000,-250.130000
-138.980000, 61.080000,-250.130000
-173.800000, 115.580000,-250.130000
-187.170000, 184.910000,-250.130000
-206.440000, 244.290000,-250.130000
-232.530000, 250.120000,-250.130000
-250.130000, 250.120000,-250.130000
-250.130000, 250.120000,-250.130000
-250.130000, 250.120000,-133.460000
-250.130000, 250.120000, 92.700000
-250.130000, 250.120000, 250.120000
-250.130000, 250.120000, 250.120000
-250.130000, 250.120000, 250.120000
-250.130000, 250.120000, 250.120000
-249.930000, 140.840000, 250.120000
-37.100000,-8.020000, 250.120000
 145.790000,-134.800000, 250.120000
 225.700000,-250.130000, 250.120000
 235.120000,-250.130000, 250.120000
 230.160000,-250.130000, 250.120000
 223.640000,-250.130000, 224.120000
 223.480000,-250.130000, 193.830000
 227.700000,-250.130000, 163.620000
 217.630000,-250.130000, 160.140000
 180.850000,-250.130000, 148.760000
 110.030000,-250.130000, 135.050000
 33.310000,-250.130000, 97.350000
-6.770000,-250.130000, 59.680000
 2.320000,-250.130000, 3.670000
 45.090000,-250.130000,-62.020000
 86.910000,-250.130000,-113.450000
 91.760000,-250.130000,-132.680000
 65.200000,-250.130000,-123.170000
 19.780000,-250.130000,-96.700000
-27.590000,-250.130000,-94.310000
-56.290000,-223.220000,-132.730000
-63.970000,-164.400000,-207.070000
-68.280000,-100.350000,-250.130000
-86.530000,-48.770000,-250.130000
-107.120000,-8.220000,-250.130000
-117.770000, 28.170000,-250.130000
-114.730000, 50.530000,-250.130000
-91.550000, 65.450000,-250.130000
-70.900000, 80.280000,-250.130000
-64.740000, 89.670000,-250.130000
-82.570000, 111.760000,-250.130000
-103.610000, 146.980000,-250.130000
-90.540000, 198.060000,-250.130000
-71.350000, 250.120000,-250.130000
-102.960000, 250.120000,-250.130000
-161.380000, 250.120000,-239.460000
-184.680000, 250.120000,-118.900000
-161.160000, 250.120000,-18.870000
-174.650000, 250.120000, 37.320000
-238.900000, 250.120000, 114.110000
-250.130000, 250.120000, 247.220000
-250.130000, 250.120000, 250.120000
-167.140000, 250.120000, 250.120000
-138.750000, 218.000000, 250.120000
-93.220000, 150.980000, 250.120000
-30.900000, 63.000000, 250.120000
 88.270000,-55.410000, 250.120000
 202.450000,-214.700000, 250.120000
 208.600000,-250.130000, 250.120000
 194.780000,-250.130000, 250.120000
 201.460000,-250.130000, 250.120000
 228.310000,-250.130000, 230.950000
 243.070000,-250.130000, 201.930000
 226.880000,-250.130000, 167.740000
 184.560000,-250.130000, 159.020000
 112.740000,-250.130000, 152.550000
 48.960000,-250.130000, 146.340000
 20.710000,-250.130000, 127.030000
 28.730000,-250.130000, 102.530000
 63.480000,-250.130000, 75.530000
 107.550000,-250.130000, 47.060000
 126.830000,-250.130000, 26.190000
 100.620000,-250.130000, 12.400000
 53.950000,-250.130000, 2.590000
 16.440000,-250.130000,-3.790000
 7.570000,-240.060000,-28.120000
 21.370000,-199.660000,-74.620000
 23.510000,-170.540000,-125.480000
 10.540000,-144.650000,-165.410000
-12.110000,-117.860000,-197.460000
-33.130000,-95.630000,-233.750000
-37.830000,-84.830000,-250.130000
-36.230000,-82.740000,-250.130000
-36.830000,-89.660000,-250.130000
-46.250000,-109.640000,-250.130000
-58.850000,-125.510000,-250.130000
-97.640000,-141.430000,-250.130000
-148.500000,-112.110000,-250.130000
-185.610000,-20.340000,-250.130000
-200.380000, 99.010000,-250.130000
-202.220000, 208.880000,-250.130000
-250.130000, 250.120000,-250.130000
-250.130000, 250.120000,-250.130000
-250.130000, 250.120000,-195.230000
-250.130000, 250.120000,-35.130000
-250.130000, 250.120000, 212.930000
-250.130000, 250.120000, 250.120000
-250.130000, 250.120000, 250.120000
